"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000126010",77.7866747405693,-2.84408370922683,0.25128758525205,-11.3180430556254,1.06830056883896e-29,1.05315142364873e-28,"GRPR","2925","gastrin releasing peptide receptor"
"ENSG00000179750",69.6758099373345,-3.27197289487883,0.289257177656378,-11.3116394254726,1.1492190515985e-29,1.13216513251729e-28,"APOBEC3B","9582","apolipoprotein B mRNA editing enzyme catalytic subunit 3B"
"ENSG00000105438",5035.22305147473,0.505837726630953,0.0447231703317264,11.3104174609937,1.16533745701247e-29,1.14727745099865e-28,"KDELR1","10945","KDEL endoplasmic reticulum protein retention receptor 1"
"ENSG00000164294",3028.20027447606,-0.566305269749692,0.0500775779244924,-11.3085595034882,1.19027582501755e-29,1.17104707003395e-28,"GPX8","493869","glutathione peroxidase 8 (putative)"
"ENSG00000171365",414.880027839543,1.14607915586516,0.101363401255449,11.3066367315052,1.21664184815779e-29,1.19618862962972e-28,"CLCN5","1184","chloride voltage-gated channel 5"
"ENSG00000187741",129.136068838354,-2.07893154570393,0.183963916138326,-11.3007571775149,1.30091450245657e-29,1.27819186248033e-28,"FANCA","2175","FA complementation group A"
"ENSG00000093009",99.821931903299,-2.47489259987399,0.219041060346312,-11.2987610448977,1.33082265214569e-29,1.30670647883565e-28,"CDC45","8318","cell division cycle 45"
"ENSG00000180611",191.846085574516,-1.75551226439764,0.155524631272403,-11.2876799644864,1.50969066134343e-29,1.48134626943272e-28,"MB21D2","151963","Mab-21 domain containing 2"
"ENSG00000169118",447.529216676215,-1.02729263199734,0.0911891712088096,-11.2655112266016,1.94221446601655e-29,1.90448149036274e-28,"CSNK1G1","53944","casein kinase 1 gamma 1"
"ENSG00000115648",478.227487074476,1.02979076166364,0.091441785220237,11.2617088476936,2.02787768360224e-29,1.98715833117884e-28,"MLPH","79083","melanophilin"
"ENSG00000124813",399.265637692492,1.08614763098489,0.0964726728106146,11.2586041139039,2.10059596788541e-29,2.05704872921563e-28,"RUNX2","860","runt related transcription factor 2"
"ENSG00000111696",267.060900313171,-1.37802791285915,0.122481926804798,-11.2508673631118,2.29325718264055e-29,2.24422472495063e-28,"NT5DC3","51559","5'-nucleotidase domain containing 3"
"ENSG00000144674",4629.61050434326,0.539953763516606,0.0480003194122577,11.2489618845894,2.3433380470637e-29,2.2917130814615e-28,"GOLGA4","2803","golgin A4"
"ENSG00000084234",7095.13317465633,0.42857493705529,0.0381173823190547,11.2435563771924,2.49139177125863e-29,2.43488938493433e-28,"APLP2","334","amyloid beta precursor like protein 2"
"ENSG00000072062",1597.89402834465,-0.649161661243102,0.0577604446896112,-11.238861901627,2.62747768513306e-29,2.56618728452558e-28,"PRKACA","5566","protein kinase cAMP-activated catalytic subunit alpha"
"ENSG00000148411",1959.20863770558,0.583054285982725,0.0518882286992874,11.236735201769,2.69153083634308e-29,2.62700539510095e-28,"NACC2","138151","NACC family member 2"
"ENSG00000163453",5141.57268009667,0.497168095128553,0.0442499715117944,11.2354444114396,2.73116068774254e-29,2.66392099377562e-28,"IGFBP7","3490","insulin like growth factor binding protein 7"
"ENSG00000111358",377.800578897579,-1.13269897072433,0.100845396061264,-11.2320345297291,2.83865773209858e-29,2.76694032114212e-28,"GTF2H3","2967","general transcription factor IIH subunit 3"
"ENSG00000130985",8363.22978861498,-0.442216561135011,0.0393809889944355,-11.2291888148745,2.93157538052839e-29,2.85562180821066e-28,"UBA1","7317","ubiquitin like modifier activating enzyme 1"
"ENSG00000126858",383.267306066338,-1.09099513274209,0.0972287481797754,-11.2209110285453,3.21936678141772e-29,3.13388557625722e-28,"RHOT1","55288","ras homolog family member T1"
"ENSG00000126778",293.131283106383,-1.35957007071599,0.12120156212002,-11.217430261911,3.34859719511533e-29,3.25753303376962e-28,"SIX1","6495","SIX homeobox 1"
"ENSG00000079459",1874.40456383288,0.612380121877701,0.0545951903410826,11.2167412193614,3.37478307429237e-29,3.2808412235436e-28,"FDFT1","2222","farnesyl-diphosphate farnesyltransferase 1"
"ENSG00000145569",67.800879718123,3.86511204491216,0.34461368336614,11.215782284552,3.41156421002381e-29,3.31441221669946e-28,"OTULINL","54491","OTU deubiquitinase with linear linkage specificity like"
"ENSG00000122068",1348.55412690364,-0.710073059861928,0.0633576429810093,-11.2073780913025,3.7514157656553e-29,3.64218481911909e-28,"FYTTD1","84248","forty-two-three domain containing 1"
"ENSG00000115163",75.4012085365385,-2.89064132299117,0.257942151654119,-11.2065488500201,3.78671709719419e-29,3.67403795776484e-28,"CENPA","1058","centromere protein A"
"ENSG00000159388",668.921116609839,1.96256701147065,0.175213407889182,11.2010093012512,4.03114388241031e-29,3.90861832493178e-28,"BTG2","7832","BTG anti-proliferation factor 2"
"ENSG00000160691",8957.31789257542,0.415446457172786,0.0370939431233124,11.1998461795152,4.08442063729735e-29,3.95767201528523e-28,"SHC1","6464","SHC adaptor protein 1"
"ENSG00000106348",1584.95109824382,-0.628131791851211,0.0561508891876757,-11.1864976839775,4.74820254534766e-29,4.59783239903639e-28,"IMPDH1","3614","inosine monophosphate dehydrogenase 1"
"ENSG00000204291",527.56430786609,-1.0513194105063,0.0940154013945391,-11.1824168690659,4.97172611460951e-29,4.81111618365824e-28,"COL15A1","1306","collagen type XV alpha 1 chain"
"ENSG00000180628",479.643460512997,-0.982039502342825,0.0878369945548154,-11.1802493621292,5.09466325006556e-29,4.92684691466314e-28,"PCGF5","84333","polycomb group ring finger 5"
"ENSG00000120053",592.963431243876,-0.987245684998696,0.0883287574039906,-11.1769452442687,5.28789368205627e-29,5.10895922425055e-28,"GOT1","2805","glutamic-oxaloacetic transaminase 1"
"ENSG00000017483",133.128628224259,-1.88919161247561,0.169026267562512,-11.1769113743041,5.28991164079681e-29,5.10895922425055e-28,"SLC38A5","92745","solute carrier family 38 member 5"
"ENSG00000117984",3056.20853834963,0.601803151946433,0.0538439672752354,11.1767981150086,5.29666513466534e-29,5.11213168007189e-28,"CTSD","1509","cathepsin D"
"ENSG00000101752",1965.61431789398,0.614400598235813,0.0550103466090693,11.168818887873,5.79462599402786e-29,5.58908363219781e-28,"MIB1","57534","mindbomb E3 ubiquitin protein ligase 1"
"ENSG00000099889",244.763513572034,1.41740085646389,0.126951642990028,11.1648878508428,6.05675903625442e-29,5.83809775515485e-28,"ARVCF","421","ARVCF, delta catenin family member"
"ENSG00000064393",6781.49725104412,1.11919181158013,0.100296509135257,11.1588311620181,6.48384045379529e-29,6.24567585673431e-28,"HIPK2","28996","homeodomain interacting protein kinase 2"
"ENSG00000168496",342.189582220843,-1.20475314219696,0.108010839777179,-11.1540021786915,6.84564921805065e-29,6.58988753596542e-28,"FEN1","2237","flap structure-specific endonuclease 1"
"ENSG00000173065",758.446025298349,0.873277343004302,0.0783077540864723,11.1518629692786,7.01226387434212e-29,6.74587108224897e-28,"FAM222B","55731","family with sequence similarity 222 member B"
"ENSG00000008517",154.219069702758,-1.83711541654527,0.164749056029673,-11.1509920652558,7.08124196351324e-29,6.80778500053869e-28,"IL32","9235","interleukin 32"
"ENSG00000228474",1369.82997384411,-0.640558377985856,0.0574631152488143,-11.147296404176,7.38151656064025e-29,7.09183774906884e-28,"OST4","100128731","oligosaccharyltransferase complex subunit 4, non-catalytic"
"ENSG00000129636",1529.12141890816,0.628689985938024,0.0564199003731902,11.1430538122107,7.74183170530444e-29,7.43316714480631e-28,"ITFG1","81533","integrin alpha FG-GAP repeat containing 1"
"ENSG00000131080",733.045032482773,0.921584511485695,0.0827182884869655,11.1412425032333,7.90092808339189e-29,7.58098164668162e-28,"EDA2R","60401","ectodysplasin A2 receptor"
"ENSG00000189241",1385.61625382327,-0.671199492008583,0.0602535578552177,-11.1395827217606,8.04956103248527e-29,7.71857062438308e-28,"TSPYL1","7259","TSPY like 1"
"ENSG00000173473",3199.3530357974,0.523785761364525,0.0470351495425168,11.1360496662407,8.37524537564609e-29,8.02564150495918e-28,"SMARCC1","6599","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
"ENSG00000159346",1301.24175134821,-0.691285663042346,0.0620913277481988,-11.133368992297,8.63104782836812e-29,8.26539200094148e-28,"ADIPOR1","51094","adiponectin receptor 1"
"ENSG00000214357",96.7254694204388,-2.33147380793287,0.209480483716227,-11.1297900719535,8.98468508029339e-29,8.5984603060626e-28,"NEURL1B","54492","neuralized E3 ubiquitin protein ligase 1B"
"ENSG00000168411",465.78600605159,-1.05147497797304,0.0945194967371802,-11.1244242116181,9.541996244824e-29,9.12588842674991e-28,"RFWD3","55159","ring finger and WD repeat domain 3"
"ENSG00000149311",1214.30983885877,0.689132351777145,0.0619487759968743,11.1242286984317,9.56293767597311e-29,9.13998543894239e-28,"ATM","472","ATM serine/threonine kinase"
"ENSG00000091436",2934.40717694714,-0.630712634906256,0.0567161635182948,-11.1205094946665,9.97009901186535e-29,9.52296300951857e-28,"MAP3K20","51776","mitogen-activated protein kinase kinase kinase 20"
"ENSG00000170390",192.272061595461,-1.57367103969354,0.141514605282242,-11.1202023038891,1.0004487878363e-28,9.54962061860845e-28,"DCLK2","166614","doublecortin like kinase 2"
"ENSG00000129038",2303.29538559647,-0.700447116128146,0.0630209315184938,-11.1145154355993,1.0662792073651e-28,1.01714064454025e-27,"LOXL1","4016","lysyl oxidase like 1"
"ENSG00000167315",326.65958106372,-1.24056612456551,0.111617416262491,-11.1144493942421,1.06706840183523e-28,1.01723506508716e-27,"ACAA2","10449","acetyl-CoA acyltransferase 2"
"ENSG00000169756",2709.18216589196,0.636993775004792,0.0573205544860651,11.1128334454554,1.08656059519252e-28,1.03514738538768e-27,"LIMS1","3987","LIM zinc finger domain containing 1"
"ENSG00000117118",694.444991253429,-0.842675554609332,0.0758339285913737,-11.1121178905294,1.09530434564745e-28,1.04280332339484e-27,"SDHB","6390","succinate dehydrogenase complex iron sulfur subunit B"
"ENSG00000131634",231.711048022932,1.40310737884491,0.126448321776674,11.0962910312325,1.30758250663846e-28,1.24410271031877e-27,"TMEM204","79652","transmembrane protein 204"
"ENSG00000197728",2098.35118440445,-0.590218382459721,0.0531998704801217,-11.0943575075104,1.33616641890754e-28,1.27047875366834e-27,"RPS26","6231","ribosomal protein S26"
"ENSG00000176531",236.31024844896,1.44831502926205,0.130661087620718,11.0845168644716,1.4915343216424e-28,1.41729418648393e-27,"PHLDB3","653583","pleckstrin homology like domain family B member 3"
"ENSG00000163848",776.398188760912,-0.790755535833776,0.0713720163263598,-11.0793498143295,1.58015856401548e-28,1.50053974977191e-27,"ZNF148","7707","zinc finger protein 148"
"ENSG00000185658",781.500904279247,0.836878335212486,0.0755559174480009,11.0762778545895,1.63530406392912e-28,1.5519067156592e-27,"BRWD1","54014","bromodomain and WD repeat domain containing 1"
"ENSG00000136527",1572.97140386884,-0.646936230386505,0.0584166051502699,-11.0745263050179,1.66759679157319e-28,1.58153420297334e-27,"TRA2B","6434","transformer 2 beta homolog"
"ENSG00000178184",336.222474830774,1.17373473569255,0.105990385536052,11.073973641631,1.67791675686475e-28,1.59029820981818e-27,"PARD6G","84552","par-6 family cell polarity regulator gamma"
"ENSG00000110092",27362.2137677016,-0.407478894259096,0.0368122456075686,-11.0691126698155,1.77145921243738e-28,1.67778906744584e-27,"CCND1","595","cyclin D1"
"ENSG00000126016",228.890581163086,-1.41210266648593,0.127572051617041,-11.0690597868953,1.77250480256016e-28,1.67778906744584e-27,"AMOT","154796","angiomotin"
"ENSG00000063046",5787.59511560059,0.466413982892819,0.0422149319164021,11.0485546634649,2.22772510687422e-28,2.10733072048218e-27,"EIF4B","1975","eukaryotic translation initiation factor 4B"
"ENSG00000162616",1027.63100616549,-0.901232135881323,0.081620295592652,-11.0417651558035,2.40266165989282e-28,2.27135519842851e-27,"DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4"
"ENSG00000120875",89.2249498625436,2.55676593508706,0.231660283223958,11.0367038298719,2.54187389676652e-28,2.40141906990672e-27,"DUSP4","1846","dual specificity phosphatase 4"
"ENSG00000130702",1144.92394490322,0.820655637960199,0.0743641782476656,11.0356310968307,2.57239170957484e-28,2.42869372297975e-27,"LAMA5","3911","laminin subunit alpha 5"
"ENSG00000115129",635.515486170144,0.855424390786926,0.0775428895180434,11.0316290262549,2.68948693904329e-28,2.53762218358643e-27,"TP53I3","9540","tumor protein p53 inducible protein 3"
"ENSG00000160445",1193.18784841949,0.685367305585298,0.0621644766976611,11.0250635410092,2.89314113426558e-28,2.72803032865043e-27,"ZER1","10444","zyg-11 related cell cycle regulator"
"ENSG00000177731",3150.46146774398,-0.545218234946591,0.0495169826318965,-11.0107321966623,3.39235453681818e-28,3.19670851429836e-27,"FLII","2314","FLII, actin remodeling protein"
"ENSG00000157617",1260.69760335767,-0.677725630951157,0.061573374349875,-11.0067969817628,3.54379391582727e-28,3.33728017453433e-27,"C2CD2","25966","C2 calcium dependent domain containing 2"
"ENSG00000145391",2705.05819889218,-0.557039272245564,0.0506473082395057,-10.9983983672219,3.88979193147709e-28,3.66021274347414e-27,"SETD7","80854","SET domain containing lysine methyltransferase 7"
"ENSG00000197119",495.1923207291,0.966316810205467,0.0878601244350416,10.9983546736256,3.89167686865516e-28,3.66021274347414e-27,"SLC25A29","123096","solute carrier family 25 member 29"
"ENSG00000184640",10309.5506855737,-0.447409382357172,0.0406873545065344,-10.9962760612838,3.98240257382517e-28,3.74315364368848e-27,"SEPT9","10801","septin 9"
"ENSG00000160714",1442.89814659291,0.652623044355839,0.059400940680214,10.9867459485069,4.42596745426064e-28,4.15741926965541e-27,"UBE2Q1","55585","ubiquitin conjugating enzyme E2 Q1"
"ENSG00000132507",6867.00280783824,-0.414510573769806,0.0377571043008,-10.9783464978543,4.85732977325374e-28,4.5597023056187e-27,"EIF5A","1984","eukaryotic translation initiation factor 5A"
"ENSG00000035928",647.605475516221,-0.867850580217719,0.0790805278900495,-10.974263872193,5.0818075687325e-28,4.76738892094078e-27,"RFC1","5981","replication factor C subunit 1"
"ENSG00000156273",2087.54436516671,0.635118662448339,0.0578796717593544,10.9730868047933,5.14841718919422e-28,4.82680486859698e-27,"BACH1","571","BTB domain and CNC homolog 1"
"ENSG00000114346",770.309301479038,-0.807797591358969,0.0736294168815727,-10.9711257479908,5.26132095482689e-28,4.9295199130476e-27,"ECT2","1894","epithelial cell transforming 2"
"ENSG00000101003",84.3662813176216,-2.57671180860614,0.234899111236338,-10.9694404335725,5.36030928578875e-28,5.01907485730334e-27,"GINS1","9837","GINS complex subunit 1"
"ENSG00000152818",1347.17670824717,-0.784446237600582,0.0715333984850154,-10.9661536319277,5.55870706855029e-28,5.20153808103455e-27,"UTRN","7402","utrophin"
"ENSG00000153721",299.459461288097,-1.27298295537307,0.116088012146972,-10.9656710613791,5.58844274216523e-28,5.22604499581416e-27,"CNKSR3","154043","CNKSR family member 3"
"ENSG00000149571",186.066750051499,-1.58193388301056,0.144342836180956,-10.9595593717402,5.97897626372505e-28,5.58770781070258e-27,"KIRREL3","84623","kirre like nephrin family adhesion molecule 3"
"ENSG00000138757",4897.2813637378,0.449743739639444,0.0410521871422653,10.9554148255455,6.25909344198396e-28,5.84578701824839e-27,"G3BP2","9908","G3BP stress granule assembly factor 2"
"ENSG00000006715",1384.90807087443,0.629747408692198,0.057538852254181,10.9447335847134,7.04244601524315e-28,6.57324695203632e-27,"VPS41","27072","VPS41, HOPS complex subunit"
"ENSG00000072864",243.669298398123,-1.38976382297456,0.127053816603157,-10.938387056214,7.55316899550887e-28,7.04548130732973e-27,"NDE1","54820","nudE neurodevelopment protein 1"
"ENSG00000273749",2972.98725802936,-0.506479459881411,0.0463731667578698,-10.9218217191402,9.06589229222979e-28,8.45117777374337e-27,"CYFIP1","23191","cytoplasmic FMR1 interacting protein 1"
"ENSG00000110931",708.003414232029,-0.855598725171327,0.0783828890537111,-10.915631402474,9.70525466535254e-28,9.04146923248836e-27,"CAMKK2","10645","calcium/calmodulin dependent protein kinase kinase 2"
"ENSG00000065882",730.024741735728,-0.82725450565809,0.0758952047229151,-10.8999574963702,1.15311140419674e-27,1.07356638503168e-26,"TBC1D1","23216","TBC1 domain family member 1"
"ENSG00000105829",538.701495137354,0.940523726998396,0.0862903081331112,10.8995291284341,1.15855278107782e-27,1.0779514449195e-26,"BET1","10282","Bet1 golgi vesicular membrane trafficking protein"
"ENSG00000047621",301.238213392738,-1.19869287324659,0.110015353785608,-10.8956871200227,1.20850877129926e-27,1.12372254078287e-26,"C12orf4","57102","chromosome 12 open reading frame 4"
"ENSG00000174718",340.526424049853,1.1889440793268,0.109148657463121,10.8928878005532,1.24624691266995e-27,1.15808240850755e-26,"KIAA1551","55196","KIAA1551"
"ENSG00000012963",404.276429800351,-1.09120742407989,0.100186678087129,-10.891741745653,1.26203218795135e-27,1.17201199659905e-26,"UBR7","55148","ubiquitin protein ligase E3 component n-recognin 7 (putative)"
"ENSG00000171262",527.808058674274,-1.06136051102976,0.0974666457240881,-10.8894740672034,1.29385290858171e-27,1.20080630772527e-26,"FAM98B","283742","family with sequence similarity 98 member B"
"ENSG00000138760",5799.40604782985,0.425450530165205,0.0390726491355613,10.888704492217,1.30483163574969e-27,1.21023339507105e-26,"SCARB2","950","scavenger receptor class B member 2"
"ENSG00000039139",587.747597006927,0.895685417058333,0.0822630586296277,10.8880636336532,1.31404456566658e-27,1.21801187476692e-26,"DNAH5","1767","dynein axonemal heavy chain 5"
"ENSG00000198728",1351.85372845941,0.629983821754085,0.0578808006055018,10.8841587394042,1.37159163060445e-27,1.27055420816143e-26,"LDB1","8861","LIM domain binding 1"
"ENSG00000242372",1193.6489692779,-0.663080051569104,0.0609245192081153,-10.8836320776542,1.37954202157912e-27,1.27711622575585e-26,"EIF6","3692","eukaryotic translation initiation factor 6"
"ENSG00000137076",21085.1898757467,-0.395462963982396,0.0363380856929318,-10.8828782926041,1.39100060617278e-27,1.28691568950248e-26,"TLN1","7094","talin 1"
"ENSG00000184979",223.359382227449,1.42613905252155,0.131080799978177,10.8798470314416,1.4380408352573e-27,1.32960136951205e-26,"USP18","11274","ubiquitin specific peptidase 18"
"ENSG00000168497",149.887156738179,-1.69994219082469,0.15638798557939,-10.8700306134561,1.60147104220294e-27,1.47977932413711e-26,"CAVIN2","8436","caveolae associated protein 2"
"ENSG00000183530",1074.11069533647,0.717600869428815,0.0660248188269603,10.8686533666912,1.62582767426067e-27,1.50134387614372e-26,"PRR14L","253143","proline rich 14 like"
"ENSG00000100227",1121.45158379975,-0.68836877142558,0.0633612552731775,-10.8641908759182,1.70729854335966e-27,1.57558960125452e-26,"POLDIP3","84271","DNA polymerase delta interacting protein 3"
"ENSG00000121039",1041.8223943275,0.693712243690208,0.0638542968762693,10.8639868830506,1.71111805481061e-27,1.57812627608253e-26,"RDH10","157506","retinol dehydrogenase 10"
"ENSG00000179151",498.11682663646,-0.995165562132451,0.0916043734466335,-10.8637341721704,1.71586150366819e-27,1.58151137217397e-26,"EDC3","80153","enhancer of mRNA decapping 3"
"ENSG00000180304",1751.07569995247,0.574103115927771,0.0528743837016849,10.8578687019188,1.82969678917805e-27,1.68537945493163e-26,"OAZ2","4947","ornithine decarboxylase antizyme 2"
"ENSG00000123636",505.771190867505,0.969463937046755,0.0892872550682703,10.8578087242741,1.83089867524025e-27,1.6854331465141e-26,"BAZ2B","29994","bromodomain adjacent to zinc finger domain 2B"
"ENSG00000157107",619.760420853025,0.862662362435439,0.0794605491210191,10.8564862938664,1.85759857789615e-27,1.7089443096775e-26,"FCHO2","115548","FCH domain only 2"
"ENSG00000121957",164.454463915634,-1.71629062679035,0.158295718388179,-10.842306060241,2.16932753281298e-27,1.99448216959436e-26,"GPSM2","29899","G protein signaling modulator 2"
"ENSG00000143622",832.526872137298,0.782041451883799,0.0721494315262472,10.8391907647852,2.24447588597654e-27,2.06228713263854e-26,"RIT1","6016","Ras like without CAAX 1"
"ENSG00000114650",1494.63098843824,0.664665630896422,0.0613619717889119,10.8318818890453,2.43106910863075e-27,2.23234246249221e-26,"SCAP","22937","SREBF chaperone"
"ENSG00000151498",377.707626004793,1.11073881675455,0.102571587676667,10.828913170925,2.51118095886854e-27,2.30446979899156e-26,"ACAD8","27034","acyl-CoA dehydrogenase family member 8"
"ENSG00000213626",2217.24066575268,-2.41398326460871,0.222956000862609,-10.8271733224004,2.55934239395822e-27,2.34720523971103e-26,"LBH","81606","limb bud and heart development"
"ENSG00000070814",1018.92277167336,-0.702729539956217,0.0649102380380257,-10.8261741321075,2.58741429068296e-27,2.3714746154282e-26,"TCOF1","6949","treacle ribosome biogenesis factor 1"
"ENSG00000171307",668.944501465936,-0.826496434452249,0.0763481112486313,-10.8253684463879,2.61027193852153e-27,2.39093771472531e-26,"ZDHHC16","84287","zinc finger DHHC-type containing 16"
"ENSG00000116161",796.6905056116,-0.759536781199312,0.0701896921606019,-10.8212012023276,2.73173350916599e-27,2.50063903466387e-26,"CACYBP","27101","calcyclin binding protein"
"ENSG00000156504",318.718982821019,-1.17191969044507,0.108331904702972,-10.8178628785147,2.83306447944843e-27,2.5917879762949e-26,"FAM122B","159090","family with sequence similarity 122B"
"ENSG00000070501",299.662748888105,1.1987123529135,0.110830661250147,10.8157105569187,2.90036299453766e-27,2.65170904550223e-26,"POLB","5423","DNA polymerase beta"
"ENSG00000135905",1515.49983709184,-0.633913496970652,0.0586301890879403,-10.8120663915962,3.01794143515236e-27,2.75746536762159e-26,"DOCK10","55619","dedicator of cytokinesis 10"
"ENSG00000158186",1000.04833342658,-0.688342973259758,0.0636646595620503,-10.8120105878972,3.01977819469484e-27,2.75746536762159e-26,"MRAS","22808","muscle RAS oncogene homolog"
"ENSG00000144712",93.6408411442784,-2.31071707403517,0.213841312589876,-10.8057561284562,3.23282458629852e-27,2.9501776317565e-26,"CAND2","23066","cullin associated and neddylation dissociated 2 (putative)"
"ENSG00000159023",137.286090653806,-1.84052635174042,0.170330673279674,-10.8056072127324,3.23807471891514e-27,2.95314017372347e-26,"EPB41","2035","erythrocyte membrane protein band 4.1"
"ENSG00000131459",1047.4213735041,0.824434917335899,0.0763082446781278,10.8040084110624,3.2949770866286e-27,3.00317701315599e-26,"GFPT2","9945","glutamine-fructose-6-phosphate transaminase 2"
"ENSG00000104332",16223.5723033157,-0.50701110150337,0.0469337907796191,-10.8026880650676,3.3427157587808e-27,3.04480499708971e-26,"SFRP1","6422","secreted frizzled related protein 1"
"ENSG00000100426",853.831915028107,0.762140369674323,0.0705638938040716,10.8007130642548,3.41540738710747e-27,3.10909660723841e-26,"ZBED4","9889","zinc finger BED-type containing 4"
"ENSG00000005893",3765.57285758784,0.471531314538132,0.0436638647119659,10.7991199965612,3.47518202041639e-27,3.16155756894424e-26,"LAMP2","3920","lysosomal associated membrane protein 2"
"ENSG00000163697",800.693292239566,-0.822154858497049,0.076226009680196,-10.7857522904108,4.01941022647544e-27,3.65441504736551e-26,"APBB2","323","amyloid beta precursor protein binding family B member 2"
"ENSG00000136942",3340.75479076272,-0.520153412144343,0.0482362767356306,-10.7834486271641,4.12138532983934e-27,3.74481978983799e-26,"RPL35","11224","ribosomal protein L35"
"ENSG00000196123",313.314304264355,1.17389242895998,0.108888237519023,10.7807092456144,4.24599189347894e-27,3.85566411128112e-26,"KIAA0895L","653319","KIAA0895 like"
"ENSG00000104728",987.979476316701,-0.708898164272486,0.065763907323837,-10.7794410812865,4.30493508104212e-27,3.90678160248761e-26,"ARHGEF10","9639","Rho guanine nucleotide exchange factor 10"
"ENSG00000106460",1306.93557949784,0.675904868101962,0.0627055228303326,10.7790324933708,4.3240981690439e-27,3.92175746556117e-26,"TMEM106B","54664","transmembrane protein 106B"
"ENSG00000165629",1792.55111180845,-0.637295081004449,0.0591248514812812,-10.7788022301623,4.3349349330425e-27,3.9291679608352e-26,"ATP5F1C","509","ATP synthase F1 subunit gamma"
"ENSG00000146729",489.485613771569,-0.964980876695665,0.0895596397836385,-10.7747293203378,4.53112877126011e-27,4.10447300742664e-26,"NIPSNAP2","2631","nipsnap homolog 2"
"ENSG00000077585",418.743115871099,1.04054602554736,0.096581207680823,10.7737938935916,4.57741763118112e-27,4.14385632975107e-26,"GPR137B","7107","G protein-coupled receptor 137B"
"ENSG00000174953",1165.16541165463,0.67158332264612,0.062336537215049,10.773510250165,4.59154592854387e-27,4.15409477562182e-26,"DHX36","170506","DEAH-box helicase 36"
"ENSG00000108960",340.218920041259,1.27705381778543,0.118568420975841,10.7706066022895,4.73868718238558e-27,4.28458722049071e-26,"MMD","23531","monocyte to macrophage differentiation associated"
"ENSG00000160179",79.1044566654909,2.69008844044083,0.249768530383936,10.7703257744509,4.75316361669212e-27,4.29504140912376e-26,"ABCG1","9619","ATP binding cassette subfamily G member 1"
"ENSG00000167600",455.233179031401,2.13163847206596,0.197927055667795,10.7698185317511,4.77942276951856e-27,4.3161233319341e-26,"CYP2S1","29785","cytochrome P450 family 2 subfamily S member 1"
"ENSG00000114127",1088.59170571758,0.709556934404852,0.0658975293335776,10.7675802352624,4.89702429782003e-27,4.41961690761002e-26,"XRN1","54464","5'-3' exoribonuclease 1"
"ENSG00000135404",14517.541408483,0.404830941631138,0.0376270916940521,10.7590282268648,5.37337925716773e-27,4.84656447320306e-26,"CD63","967","CD63 molecule"
"ENSG00000172071",250.70379826234,-1.28593773596151,0.119522510362714,-10.7589585598486,5.37744261004567e-27,4.84726294720814e-26,"EIF2AK3","9451","eukaryotic translation initiation factor 2 alpha kinase 3"
"ENSG00000117395",1012.69860035586,-0.748743839036369,0.069596815363085,-10.7583060392949,5.41564931699734e-27,4.87871880402853e-26,"EBNA1BP2","10969","EBNA1 binding protein 2"
"ENSG00000060982",6282.54232396206,-1.22138558562977,0.113550203821488,-10.7563486856431,5.53187941885977e-27,4.9803811163809e-26,"BCAT1","586","branched chain amino acid transaminase 1"
"ENSG00000023516",1820.47744036681,0.604179335041329,0.0561843707326296,10.7535125367249,5.70469507955336e-27,5.13283248366651e-26,"AKAP11","11215","A-kinase anchoring protein 11"
"ENSG00000156110",428.028567425735,-1.01674889834897,0.0945780863828643,-10.7503644579257,5.90279174447291e-27,5.30783067297387e-26,"ADK","132","adenosine kinase"
"ENSG00000007384",1438.02344582165,0.776551357051908,0.0722483411620609,10.7483624476584,6.03230325703244e-27,5.42098081720391e-26,"RHBDF1","64285","rhomboid 5 homolog 1"
"ENSG00000172893",1420.75492388648,0.727171327141772,0.0676915922149167,10.7424172389541,6.43374359275041e-27,5.77821529981447e-26,"DHCR7","1717","7-dehydrocholesterol reductase"
"ENSG00000118873",896.126974797837,-0.763951639289655,0.0711963905398376,-10.7302018191806,7.34356144414736e-27,6.59131599048987e-26,"RAB3GAP2","25782","RAB3 GTPase activating non-catalytic protein subunit 2"
"ENSG00000162944",149.070423289602,1.75882058405144,0.163915576759821,10.7300393215745,7.35648653626383e-27,6.59889826971737e-26,"RFTN2","130132","raftlin family member 2"
"ENSG00000198795",676.616786714104,0.841300450616908,0.0784635370268293,10.7221836090468,8.00898370159038e-27,7.17982979282476e-26,"ZNF521","25925","zinc finger protein 521"
"ENSG00000158615",1167.9448212662,0.712134330257211,0.0664205219132918,10.7216009411498,8.05960553082162e-27,7.2208186208662e-26,"PPP1R15B","84919","protein phosphatase 1 regulatory subunit 15B"
"ENSG00000240849",855.120293766336,0.74975906245059,0.0699621519776331,10.7166380858366,8.50383565026434e-27,7.61418771650036e-26,"TMEM189","387521","transmembrane protein 189"
"ENSG00000107036",1694.10569986295,0.579189280793725,0.0540838391376937,10.7091007226604,9.22535732392166e-27,8.25521045779948e-26,"RIC1","57589","RIC1 homolog, RAB6A GEF complex partner 1"
"ENSG00000108468",1374.53546102153,-0.631176666742693,0.0589415141778979,-10.7085248071108,9.28292021271203e-27,8.30167949605278e-26,"CBX1","10951","chromobox 1"
